,State,City,PM2.5,PM10,O3,SO2,CO,Wind Speed,Humidity,Temp,AQI,AQI Type
149,Jharkhand,Khunti,42.0,60.0,,,,22.0,94.0,25.0,70.0,Satisfactory
150,Himachal Pradesh,Dagshai,18.0,35.0,48.0,12.0,300.0,6.0,81.0,20.0,48.0,Good
151,Jharkhand,Bundu,42.0,60.0,,,,18.0,94.0,27.0,70.0,Satisfactory
152,Jharkhand,Gumia,42.0,60.0,,,,18.0,88.0,26.0,70.0,Satisfactory
153,Jharkhand,Ramgarh Cantonment,42.0,60.0,,,,17.0,93.0,27.0,70.0,Satisfactory
154,Jharkhand,Kuju,42.0,60.0,,,,17.0,93.0,25.0,70.0,Satisfactory
155,Jharkhand,Hazaribagh,42.0,60.0,,,,20.0,91.0,24.0,70.0,Satisfactory
156,India,Karimganj,24.0,33.0,1.0,10.0,115.0,5.0,87.0,28.0,40.0,Good
157,Assam,Bishnupur,24.0,33.0,1.0,10.0,115.0,3.0,91.0,28.0,40.0,Good
158,India,Karimganj,24.0,33.0,1.0,10.0,115.0,5.0,87.0,28.0,40.0,Good
159,Assam,Uttar Kanchanpur Pt I,24.0,33.0,1.0,10.0,115.0,5.0,87.0,28.0,40.0,Good
160,India,Kailashahar,24.0,33.0,1.0,10.0,115.0,5.0,90.0,27.0,40.0,Good
161,Mizoram,Saitlaw,26.0,37.0,,,,2.0,90.0,23.0,42.0,Good
162,Assam,Silchar,24.0,33.0,1.0,10.0,115.0,5.0,88.0,28.0,40.0,Good
163,Tripura,Dharmanagar,24.0,33.0,1.0,10.0,115.0,5.0,90.0,27.0,40.0,Good
164,Assam,Lakhipur,16.0,20.0,,7.0,166.0,4.0,89.0,28.0,27.0,Good
165,Mizoram,Kolasib,24.0,33.0,1.0,10.0,115.0,1.0,90.0,24.0,40.0,Good
166,Jharkhand,Lohardaga,39.0,56.0,7.0,6.0,293.0,19.0,87.0,25.0,65.0,Satisfactory
167,Tripura,Kamalpur,33.0,46.0,2.0,17.0,124.0,5.0,87.0,28.0,54.0,Satisfactory
168,Assam,Narainpur Pt V,24.0,33.0,1.0,10.0,115.0,6.0,90.0,28.0,40.0,Good
169,Karnataka,Yelburga,25.0,37.0,33.0,16.0,525.0,36.0,88.0,22.0,41.0,Good
170,Karnataka,Mulgund,4.0,10.0,3.0,36.0,520.0,33.0,90.0,22.0,45.0,Good
171,Karnataka,Huvina Hadagali,22.0,34.0,32.0,17.0,612.0,30.0,87.0,23.0,36.0,Good
172,Karnataka,Mundargi,22.0,34.0,32.0,17.0,612.0,34.0,85.0,23.0,36.0,Good
173,Karnataka,Gadag-Betigeri,4.0,10.0,3.0,36.0,520.0,36.0,88.0,22.0,45.0,Good
174,Karnataka,Laxmeshwar,22.0,34.0,32.0,17.0,612.0,31.0,90.0,22.0,36.0,Good
175,Karnataka,Kawaloor,1.0,4.0,19.0,16.0,280.0,35.0,85.0,23.0,22.0,Good
176,Karnataka,Rona,22.0,34.0,32.0,17.0,612.0,33.0,89.0,22.0,36.0,Good
177,Kerala,Shoranur,30.0,56.0,41.0,4.0,740.0,14.0,89.0,23.0,56.0,Satisfactory
178,Karnataka,Naregal,4.0,10.0,3.0,36.0,520.0,37.0,88.0,22.0,45.0,Good
179,Kerala,Ottapalam,26.0,48.0,12.0,1.0,676.0,16.0,86.0,23.0,48.0,Good
180,Kerala,Malappuram,28.0,48.0,31.0,4.0,630.0,6.0,94.0,24.0,48.0,Good
181,Kerala,Cherpulassery,26.0,48.0,12.0,1.0,676.0,14.0,88.0,23.0,48.0,Good
182,Karnataka,Annigeri,4.0,10.0,3.0,36.0,520.0,32.0,89.0,22.0,45.0,Good
183,Kerala,Mannarkkad,26.0,48.0,12.0,1.0,676.0,15.0,88.0,23.0,48.0,Good
184,Karnataka,Shirahatti,4.0,10.0,3.0,36.0,520.0,33.0,89.0,22.0,45.0,Good
185,Kerala,Chelakkara,30.0,56.0,41.0,4.0,740.0,15.0,88.0,23.0,56.0,Satisfactory
186,Kerala,Guruvayur,30.0,56.0,41.0,4.0,740.0,24.0,85.0,26.0,56.0,Satisfactory
187,Kerala,Kunnamkulam,30.0,56.0,41.0,4.0,740.0,21.0,86.0,26.0,56.0,Satisfactory
188,Kerala,Tirur,27.0,45.0,,,,21.0,87.0,24.0,45.0,Good
189,Kerala,Thrissur,30.0,56.0,41.0,4.0,740.0,14.0,89.0,25.0,56.0,Satisfactory
190,Kerala,Manjeri,28.0,48.0,31.0,4.0,630.0,6.0,94.0,23.0,48.0,Good
191,Bihar,Birpur,46.0,70.0,22.0,12.0,579.0,23.0,74.0,29.0,76.0,Satisfactory
192,Bihar,Chatapur,46.0,70.0,22.0,12.0,579.0,22.0,76.0,29.0,76.0,Satisfactory
193,Koshi,Jogbani,46.0,70.0,22.0,12.0,579.0,22.0,76.0,29.0,76.0,Satisfactory
194,West Bengal,Mirik,29.0,45.0,22.0,13.0,753.0,6.0,79.0,20.0,49.0,Good
195,West Bengal,Montiviot Tea Garden,13.0,35.0,24.0,5.0,320.0,6.0,79.0,22.0,35.0,Good
196,Sikkim,Majhitar,21.0,34.0,10.0,5.0,231.0,2.0,80.0,29.0,34.0,Good
197,West Bengal,Satbhaiya,13.0,35.0,24.0,5.0,320.0,10.0,79.0,28.0,35.0,Good
198,West Bengal,Darjeeling,21.0,34.0,10.0,5.0,231.0,3.0,80.0,18.0,34.0,Good
199,Sikkim,Geyzing,21.0,34.0,10.0,5.0,231.0,3.0,79.0,21.0,34.0,Good
200,Bihar,Bhag Kohalia,1.0,14.0,24.0,19.0,920.0,21.0,76.0,29.0,46.0,Good
201,Bihar,Sitapur,46.0,70.0,22.0,12.0,579.0,23.0,74.0,29.0,76.0,Satisfactory
202,Lakshadweep,Kavaratti,21.0,36.0,,,,35.0,81.0,28.0,36.0,Good
203,Kerala,Nileshwar,26.0,42.0,,,,25.0,87.0,26.0,42.0,Good
204,Kerala,Vatakara,26.0,44.0,,,,23.0,86.0,26.0,44.0,Good
205,Kerala,Payyanur,26.0,42.0,,,,24.0,86.0,26.0,42.0,Good
206,Kerala,Swamikunnu,33.0,70.0,26.0,2.0,120.0,24.0,85.0,26.0,70.0,Satisfactory
207,Puducherry,Mahé,33.0,70.0,26.0,2.0,120.0,22.0,86.0,26.0,70.0,Satisfactory
208,Kerala,Kanhangad,26.0,42.0,,,,25.0,86.0,26.0,42.0,Good
209,Kerala,Thalassery,33.0,70.0,26.0,2.0,120.0,23.0,85.0,26.0,70.0,Satisfactory
210,Kerala,Muzhappilangad,33.0,70.0,26.0,2.0,120.0,24.0,85.0,26.0,70.0,Satisfactory
211,Kerala,Kannur,33.0,70.0,26.0,2.0,120.0,25.0,85.0,26.0,70.0,Satisfactory
212,Kerala,Azhikkal,33.0,70.0,26.0,2.0,120.0,25.0,86.0,26.0,70.0,Satisfactory
213,Madhya Pradesh,Gadarwara,36.0,53.0,20.0,24.0,723.0,13.0,79.0,28.0,60.0,Satisfactory
214,Madhya Pradesh,Narsinghpur,35.0,52.0,19.0,24.0,717.0,14.0,80.0,28.0,58.0,Satisfactory
215,Madhya Pradesh,Begumganj,41.0,62.0,23.0,20.0,724.0,15.0,74.0,28.0,68.0,Satisfactory
216,Madhya Pradesh,Udaipura,41.0,62.0,23.0,20.0,724.0,15.0,77.0,28.0,68.0,Satisfactory
217,Madhya Pradesh,Pachmarhi,36.0,53.0,20.0,24.0,723.0,6.0,86.0,23.0,60.0,Satisfactory
218,Madhya Pradesh,Chichli,36.0,53.0,20.0,24.0,723.0,11.0,81.0,28.0,60.0,Satisfactory
219,Madhya Pradesh,Harrai,35.0,52.0,19.0,24.0,717.0,14.0,87.0,25.0,58.0,Satisfactory
220,Madhya Pradesh,Deori,36.0,56.0,21.0,23.0,695.0,12.0,76.0,28.0,60.0,Satisfactory
221,Madhya Pradesh,Dungariya,41.0,62.0,23.0,20.0,724.0,14.0,77.0,28.0,68.0,Satisfactory
222,Madhya Pradesh,Sultanpur,37.0,63.0,26.0,18.0,716.0,10.0,81.0,28.0,63.0,Satisfactory
223,Madhya Pradesh,Sohagpur,36.0,53.0,20.0,24.0,723.0,10.0,85.0,27.0,60.0,Satisfactory
224,Maharashtra,Georai,31.0,46.0,25.0,56.0,1088.0,26.0,91.0,23.0,69.0,Satisfactory
225,Maharashtra,Waladgaon,9.0,24.0,34.0,7.0,740.0,33.0,96.0,22.0,37.0,Good
226,Maharashtra,Deulgaon Raja,33.0,49.0,25.0,48.0,1102.0,24.0,96.0,22.0,60.0,Satisfactory
227,Maharashtra,Partur,33.0,50.0,10.0,21.0,390.0,31.0,95.0,22.0,55.0,Satisfactory
228,Maharashtra,Jalna,31.0,46.0,25.0,56.0,1088.0,31.0,96.0,23.0,69.0,Satisfactory
229,Manipur,Mayang Imphal,16.0,20.0,,7.0,166.0,4.0,82.0,26.0,27.0,Good
230,India,Jiribam,16.0,20.0,,7.0,166.0,2.0,86.0,28.0,27.0,Good
231,Manipur,Torban,16.0,20.0,,7.0,166.0,3.0,86.0,25.0,27.0,Good
232,Manipur,Purnaheitupokpi,7.0,10.0,,,,3.0,82.0,25.0,11.0,Good
233,Manipur,Tengkhal Khunou,16.0,20.0,,7.0,166.0,5.0,83.0,25.0,27.0,Good
234,Manipur,Kakching,16.0,20.0,,7.0,166.0,4.0,77.0,26.0,27.0,Good
235,Manipur,Thoubal,16.0,20.0,,7.0,166.0,2.0,82.0,25.0,27.0,Good
236,Manipur,Tengnoupal,7.0,10.0,,,,4.0,84.0,21.0,11.0,Good
237,Manipur,Moirang,16.0,20.0,,7.0,166.0,5.0,81.0,26.0,27.0,Good
238,Meghalaya,Nongstoin,24.0,34.0,,,,1.0,79.0,23.0,40.0,Good
239,Assam,Palasbari,46.0,67.0,24.0,11.0,640.0,4.0,94.0,29.0,77.0,Satisfactory
240,Assam,Saualkuchi,46.0,67.0,24.0,11.0,640.0,4.0,94.0,29.0,77.0,Satisfactory
241,Assam,Khetri Hardia,18.0,46.0,16.0,39.0,600.0,4.0,94.0,29.0,49.0,Good
242,Meghalaya,Shillong,4.0,,1.0,16.0,80.0,3.0,77.0,23.0,20.0,Good
243,Assam,Goalpara,27.0,39.0,2.0,1.0,106.0,2.0,79.0,29.0,45.0,Good
244,Meghalaya,Resubelpara,32.0,46.0,,,,3.0,83.0,29.0,53.0,Satisfactory
245,Maharashtra,Ambad,31.0,46.0,25.0,56.0,1088.0,30.0,96.0,22.0,69.0,Satisfactory
246,Maharashtra,Pipri,31.0,46.0,25.0,56.0,1088.0,30.0,96.0,22.0,69.0,Satisfactory
247,Mizoram,Khawhai,13.0,16.0,,1.0,210.0,2.0,82.0,22.0,21.0,Good
248,Mizoram,Saitlaw,26.0,37.0,,,,2.0,90.0,23.0,42.0,Good
249,Churachandpur,Pherzawl,16.0,20.0,,7.0,166.0,1.0,76.0,24.0,27.0,Good
250,Aurangabad,Paithan,31.0,46.0,25.0,56.0,1088.0,22.0,96.0,23.0,69.0,Satisfactory
251,Maharashtra,Kesapuri Tanda,9.0,24.0,34.0,7.0,740.0,35.0,97.0,22.0,37.0,Good
252,Maharashtra,Wadgaon Kolhati,9.0,24.0,34.0,7.0,740.0,33.0,96.0,22.0,37.0,Good
253,Mizoram,Kolasib,24.0,33.0,1.0,10.0,115.0,1.0,90.0,24.0,40.0,Good
254,Manipur,Yambem,7.0,10.0,,,,3.0,85.0,25.0,11.0,Good
255,Manipur,Chandel,7.0,10.0,,,,4.0,80.0,25.0,11.0,Good
256,Mizoram,Lunglei,31.0,45.0,,,,2.0,86.0,22.0,51.0,Satisfactory
257,Maharashtra,Aurangabad,9.0,24.0,34.0,7.0,740.0,34.0,96.0,22.0,37.0,Good
258,Manipur,Laipham Siphai,16.0,20.0,,7.0,166.0,2.0,88.0,25.0,27.0,Good
259,Meghalaya,Mairang,4.0,,1.0,16.0,80.0,3.0,80.0,21.0,20.0,Good
260,Assam,Guwahati,35.0,59.0,21.0,23.0,624.0,4.0,94.0,29.0,59.0,Satisfactory
261,Assam,Gajia,22.0,32.0,1.0,1.0,77.0,2.0,79.0,29.0,36.0,Good
262,Meghalaya,Khliehriāt,23.0,33.0,,5.0,61.0,2.0,84.0,23.0,38.0,Good
263,Mizoram,North Vanlaiphai,13.0,16.0,,1.0,210.0,2.0,83.0,22.0,21.0,Good
264,Mizoram,Mamit,26.0,37.0,,,,2.0,90.0,23.0,42.0,Good
265,Mizoram,Siaha,31.0,45.0,,,,1.0,83.0,23.0,51.0,Satisfactory
266,Mizoram,Darlawn,24.0,33.0,1.0,10.0,115.0,2.0,89.0,22.0,40.0,Good
267,Mizoram,Sairang,,17.0,,1.0,240.0,2.0,91.0,28.0,17.0,Good
268,Mizoram,Aizawl,,17.0,,1.0,240.0,2.0,92.0,22.0,17.0,Good
269,Nagaland,Wokha,17.0,27.0,6.0,13.0,226.0,2.0,96.0,19.0,28.0,Good
270,Nagaland,Mokokchung,17.0,27.0,6.0,13.0,226.0,3.0,98.0,19.0,28.0,Good
271,Nagaland,Longleng,17.0,27.0,6.0,13.0,226.0,3.0,88.0,21.0,28.0,Good
272,Assam,Handique Gaon,17.0,27.0,6.0,13.0,226.0,6.0,96.0,26.0,28.0,Good
273,Assam,Jorhat,17.0,27.0,6.0,13.0,226.0,8.0,95.0,26.0,28.0,Good
274,Assam,Kumarpatty,24.0,39.0,12.0,14.0,367.0,6.0,97.0,25.0,40.0,Good
275,Assam,Nazira,17.0,27.0,6.0,13.0,226.0,6.0,89.0,28.0,28.0,Good
276,Nagaland,Kohima,10.0,38.0,10.0,36.0,160.0,2.0,94.0,20.0,45.0,Good
277,Assam,Barpathar,24.0,39.0,12.0,14.0,367.0,2.0,96.0,26.0,40.0,Good
278,Assam,Bokajan,24.0,39.0,12.0,14.0,367.0,6.0,92.0,27.0,40.0,Good
279,Assam,Amguri,17.0,27.0,6.0,13.0,226.0,5.0,90.0,27.0,28.0,Good
280,Odisha,Angul,13.0,14.0,11.0,12.0,500.0,11.0,82.0,28.0,40.0,Good
281,Odisha,Nayana Sagar,57.0,83.0,6.0,7.0,134.0,8.0,85.0,28.0,95.0,Satisfactory
282,Odisha,Kamakhyanagar,57.0,83.0,6.0,7.0,134.0,12.0,80.0,29.0,95.0,Satisfactory
283,Odisha,Athagarh,57.0,83.0,6.0,7.0,134.0,12.0,81.0,28.0,95.0,Satisfactory
284,Odisha,Dhenkanal,57.0,83.0,6.0,7.0,134.0,12.0,80.0,28.0,95.0,Satisfactory
285,Odisha,Banki,57.0,83.0,6.0,7.0,134.0,12.0,81.0,28.0,95.0,Satisfactory
286,Odisha,Athmallik,46.0,66.0,,,,5.0,87.0,28.0,76.0,Satisfactory
287,Odisha,Deogarh,52.0,74.0,9.0,7.0,198.0,7.0,84.0,28.0,86.0,Satisfactory
288,Odisha,Talcher Town,13.0,14.0,11.0,12.0,500.0,12.0,81.0,28.0,40.0,Good
289,Odisha,Bhuban,57.0,83.0,6.0,7.0,134.0,14.0,80.0,29.0,95.0,Satisfactory
290,Odisha,Talcher,13.0,14.0,11.0,12.0,500.0,12.0,81.0,28.0,40.0,Good
291,Puducherry,Puducherry,19.0,57.0,11.0,8.0,780.0,19.0,57.0,29.0,57.0,Satisfactory
292,Tamil Nadu,Bommayapalayam,19.0,57.0,11.0,8.0,780.0,20.0,58.0,29.0,57.0,Satisfactory
293,Cuddalore,Cuddalore,19.0,57.0,11.0,8.0,780.0,17.0,61.0,29.0,57.0,Satisfactory
294,Tamil Nadu,Valavanur,19.0,57.0,11.0,8.0,780.0,21.0,53.0,29.0,57.0,Satisfactory
295,Tamil Nadu,Marakkanam,28.0,47.0,21.0,6.0,617.0,28.0,57.0,30.0,47.0,Good
296,Tamil Nadu,Ayan Kurinjipadi,28.0,49.0,20.0,7.0,563.0,18.0,58.0,29.0,49.0,Good
297,Tamil Nadu,Vikravandi,28.0,47.0,21.0,6.0,617.0,24.0,52.0,29.0,47.0,Good
298,Tamil Nadu,Viluppuram,28.0,49.0,20.0,7.0,563.0,22.0,53.0,29.0,49.0,Good
299,Tamil Nadu,Thorapadi,28.0,49.0,20.0,7.0,563.0,18.0,54.0,29.0,49.0,Good
300,Tamil Nadu,Tindivanam,28.0,47.0,21.0,6.0,617.0,28.0,52.0,30.0,47.0,Good
301,Tamil Nadu,Alappakkam,28.0,49.0,20.0,7.0,563.0,17.0,62.0,29.0,49.0,Good
302,Punjab,Shahkot,96.0,141.0,,5.0,240.0,6.0,78.0,28.0,218.0,Poor
303,Punjab,Nakodar,14.0,37.0,24.0,2.0,200.0,8.0,82.0,28.0,37.0,Good
304,Punjab,Kapurthala,14.0,37.0,24.0,2.0,200.0,7.0,87.0,28.0,37.0,Good
305,India,Nagri-Parole,89.0,133.0,53.0,8.0,561.0,12.0,89.0,26.0,194.0,Moderate
